title,year,genre,overview,rating,language,industry,time,poster_url
Interstellar,1991,"Horror, Fantasy, Thriller","This is the story of Movie 741, which involves unexpected events and dramatic turns.",8.4,English,Hollywood,02:07:00,https://via.placeholder.com/200x300.png?text=Movie+Poster
Whiplash,2015,"Comedy, Horror, Drama","This is the story of Movie 742, which involves unexpected events and dramatic turns.",9.4,English,Hollywood,02:38:00,https://via.placeholder.com/200x300.png?text=Movie+Poster
Whiplash,1999,"Crime, Comedy","This is the story of Movie 743, which involves unexpected events and dramatic turns.",4.8,English,Hollywood,01:33:00,https://via.placeholder.com/200x300.png?text=Movie+Poster
Timepass,1992,Sci-Fi,"This is the story of Movie 744, which involves unexpected events and dramatic turns.",4.8,Marathi,Marathi,01:59:00,https://via.placeholder.com/200x300.png?text=Movie+Poster
Swades,1995,"Fantasy, Action","This is the story of Movie 745, which involves unexpected events and dramatic turns.",4.4,Hindi,Bollywood,02:28:00,https://via.placeholder.com/200x300.png?text=Movie+Poster
Fight Club,1987,"Thriller, Fantasy, Crime","This is the story of Movie 746, which involves unexpected events and dramatic turns.",4.5,English,Hollywood,01:51:00,https://via.placeholder.com/200x300.png?text=Movie+Poster
Pulp Fiction,2016,Drama,"This is the story of Movie 747, which involves unexpected events and dramatic turns.",5.6,English,Hollywood,02:11:00,https://via.placeholder.com/200x300.png?text=Movie+Poster
Chi Va Chi Sau Ka,1976,"Sci-Fi, Fantasy, Thriller","This is the story of Movie 748, which involves unexpected events and dramatic turns.",9.5,Marathi,Marathi,02:10:00,https://via.placeholder.com/200x300.png?text=Movie+Poster
Titanic,2020,Crime,"This is the story of Movie 749, which involves unexpected events and dramatic turns.",6.9,English,Hollywood,01:56:00,https://via.placeholder.com/200x300.png?text=Movie+Poster
Lagaan,1971,"Crime, Fantasy","This is the story of Movie 750, which involves unexpected events and dramatic turns.",8.9,Hindi,Bollywood,02:11:00,https://via.placeholder.com/200x300.png?text=Movie+Poster
Parasite,1992,Crime,"This is the story of Movie 751, which involves unexpected events and dramatic turns.",5.2,English,Hollywood,02:01:00,https://via.placeholder.com/200x300.png?text=Movie+Poster
Zindagi Na Milegi Dobara,2013,"Action, Thriller, Fantasy","This is the story of Movie 752, which involves unexpected events and dramatic turns.",5.2,Hindi,Bollywood,02:31:00,https://via.placeholder.com/200x300.png?text=Movie+Poster
Ti Saddhya Kay Karte,1992,"Action, Romance, Thriller","This is the story of Movie 753, which involves unexpected events and dramatic turns.",6.7,Marathi,Marathi,02:21:00,https://via.placeholder.com/200x300.png?text=Movie+Poster
Inception,1966,"Action, Romance, Comedy","This is the story of Movie 754, which involves unexpected events and dramatic turns.",8.4,English,Hollywood,02:12:00,https://via.placeholder.com/200x300.png?text=Movie+Poster
Inception,1976,"Adventure, Romance","This is the story of Movie 755, which involves unexpected events and dramatic turns.",6.5,English,Hollywood,02:13:00,https://via.placeholder.com/200x300.png?text=Movie+Poster
Drishyam,2003,Crime,"This is the story of Movie 756, which involves unexpected events and dramatic turns.",4.4,Hindi,Bollywood,02:09:00,https://via.placeholder.com/200x300.png?text=Movie+Poster
Jogwa,1992,"Romance, Action, Fantasy","This is the story of Movie 757, which involves unexpected events and dramatic turns.",4.0,Marathi,Marathi,02:31:00,https://via.placeholder.com/200x300.png?text=Movie+Poster
Barfi!,1968,"Fantasy, Drama","This is the story of Movie 758, which involves unexpected events and dramatic turns.",6.2,Hindi,Bollywood,02:11:00,https://via.placeholder.com/200x300.png?text=Movie+Poster
Barfi!,1985,"Action, Crime, Horror","This is the story of Movie 759, which involves unexpected events and dramatic turns.",7.1,Hindi,Bollywood,02:15:00,https://via.placeholder.com/200x300.png?text=Movie+Poster
The Matrix,1964,Adventure,"This is the story of Movie 760, which involves unexpected events and dramatic turns.",5.4,English,Hollywood,02:34:00,https://via.placeholder.com/200x300.png?text=Movie+Poster
Gully Boy,1995,"Horror, Comedy","This is the story of Movie 761, which involves unexpected events and dramatic turns.",8.2,Hindi,Bollywood,01:57:00,https://via.placeholder.com/200x300.png?text=Movie+Poster
Gladiator,2001,"Comedy, Crime, Adventure","This is the story of Movie 762, which involves unexpected events and dramatic turns.",8.9,English,Hollywood,02:59:00,https://via.placeholder.com/200x300.png?text=Movie+Poster
The Matrix,1962,"Romance, Comedy","This is the story of Movie 763, which involves unexpected events and dramatic turns.",9.0,English,Hollywood,01:59:00,https://via.placeholder.com/200x300.png?text=Movie+Poster
Article 15,1956,Comedy,"This is the story of Movie 764, which involves unexpected events and dramatic turns.",4.7,Hindi,Bollywood,01:51:00,https://via.placeholder.com/200x300.png?text=Movie+Poster
Natsamrat,1960,"Comedy, Action","This is the story of Movie 765, which involves unexpected events and dramatic turns.",8.9,Marathi,Marathi,02:25:00,https://via.placeholder.com/200x300.png?text=Movie+Poster
Inception,2014,"Fantasy, Horror, Action","This is the story of Movie 766, which involves unexpected events and dramatic turns.",8.6,English,Hollywood,02:56:00,https://via.placeholder.com/200x300.png?text=Movie+Poster
Anandi Gopal,2014,"Fantasy, Horror","This is the story of Movie 767, which involves unexpected events and dramatic turns.",7.9,Marathi,Marathi,01:56:00,https://via.placeholder.com/200x300.png?text=Movie+Poster
Gully Boy,1952,"Horror, Sci-Fi","This is the story of Movie 768, which involves unexpected events and dramatic turns.",6.0,Hindi,Bollywood,02:09:00,https://via.placeholder.com/200x300.png?text=Movie+Poster
The Social Network,1955,"Sci-Fi, Romance, Crime","This is the story of Movie 769, which involves unexpected events and dramatic turns.",4.2,English,Hollywood,01:55:00,https://via.placeholder.com/200x300.png?text=Movie+Poster
Masaan,1977,"Fantasy, Action","This is the story of Movie 770, which involves unexpected events and dramatic turns.",7.2,Hindi,Bollywood,02:55:00,https://via.placeholder.com/200x300.png?text=Movie+Poster
Sholay,1988,Comedy,"This is the story of Movie 771, which involves unexpected events and dramatic turns.",8.4,Hindi,Bollywood,01:39:00,https://via.placeholder.com/200x300.png?text=Movie+Poster
Anandi Gopal,2001,Romance,"This is the story of Movie 772, which involves unexpected events and dramatic turns.",6.1,Marathi,Marathi,01:59:00,https://via.placeholder.com/200x300.png?text=Movie+Poster
Piku,2010,Sci-Fi,"This is the story of Movie 773, which involves unexpected events and dramatic turns.",4.8,Hindi,Bollywood,02:11:00,https://via.placeholder.com/200x300.png?text=Movie+Poster
Ventilator,1961,"Action, Comedy","This is the story of Movie 774, which involves unexpected events and dramatic turns.",7.9,Marathi,Marathi,02:51:00,https://via.placeholder.com/200x300.png?text=Movie+Poster
Gladiator,1977,"Romance, Sci-Fi, Thriller","This is the story of Movie 775, which involves unexpected events and dramatic turns.",5.6,English,Hollywood,01:46:00,https://via.placeholder.com/200x300.png?text=Movie+Poster
Balak Palak,1980,"Horror, Action, Drama","This is the story of Movie 776, which involves unexpected events and dramatic turns.",6.4,Marathi,Marathi,02:46:00,https://via.placeholder.com/200x300.png?text=Movie+Poster
Mimi,1966,"Sci-Fi, Horror, Crime","This is the story of Movie 777, which involves unexpected events and dramatic turns.",7.4,Hindi,Bollywood,02:02:00,https://via.placeholder.com/200x300.png?text=Movie+Poster
Dangal,1984,Fantasy,"This is the story of Movie 778, which involves unexpected events and dramatic turns.",6.4,Hindi,Bollywood,01:40:00,https://via.placeholder.com/200x300.png?text=Movie+Poster
Kahaani,2009,"Thriller, Horror, Sci-Fi","This is the story of Movie 779, which involves unexpected events and dramatic turns.",9.5,Hindi,Bollywood,01:54:00,https://via.placeholder.com/200x300.png?text=Movie+Poster
Dune,1980,Drama,"This is the story of Movie 780, which involves unexpected events and dramatic turns.",8.6,English,Hollywood,02:53:00,https://via.placeholder.com/200x300.png?text=Movie+Poster
Zenda,2009,Thriller,"This is the story of Movie 781, which involves unexpected events and dramatic turns.",8.5,Marathi,Marathi,02:14:00,https://via.placeholder.com/200x300.png?text=Movie+Poster
Fight Club,1982,"Romance, Crime, Action","This is the story of Movie 782, which involves unexpected events and dramatic turns.",6.4,English,Hollywood,02:33:00,https://via.placeholder.com/200x300.png?text=Movie+Poster
Queen,2016,"Romance, Horror","This is the story of Movie 783, which involves unexpected events and dramatic turns.",4.8,Hindi,Bollywood,01:52:00,https://via.placeholder.com/200x300.png?text=Movie+Poster
Gladiator,2015,"Fantasy, Action, Thriller","This is the story of Movie 784, which involves unexpected events and dramatic turns.",6.8,English,Hollywood,02:41:00,https://via.placeholder.com/200x300.png?text=Movie+Poster
Fight Club,2002,"Romance, Adventure, Fantasy","This is the story of Movie 785, which involves unexpected events and dramatic turns.",9.1,English,Hollywood,02:52:00,https://via.placeholder.com/200x300.png?text=Movie+Poster
Whiplash,1992,"Romance, Adventure","This is the story of Movie 786, which involves unexpected events and dramatic turns.",7.3,English,Hollywood,02:52:00,https://via.placeholder.com/200x300.png?text=Movie+Poster
Swades,1963,"Horror, Fantasy","This is the story of Movie 787, which involves unexpected events and dramatic turns.",4.6,Hindi,Bollywood,02:13:00,https://via.placeholder.com/200x300.png?text=Movie+Poster
Zindagi Na Milegi Dobara,1990,"Crime, Sci-Fi, Thriller","This is the story of Movie 788, which involves unexpected events and dramatic turns.",6.9,Hindi,Bollywood,01:51:00,https://via.placeholder.com/200x300.png?text=Movie+Poster
Lagaan,2019,"Comedy, Horror, Action","This is the story of Movie 789, which involves unexpected events and dramatic turns.",7.8,Hindi,Bollywood,02:32:00,https://via.placeholder.com/200x300.png?text=Movie+Poster
Timepass,1989,Crime,"This is the story of Movie 790, which involves unexpected events and dramatic turns.",8.4,Marathi,Marathi,01:50:00,https://via.placeholder.com/200x300.png?text=Movie+Poster
Gladiator,1959,"Comedy, Drama","This is the story of Movie 791, which involves unexpected events and dramatic turns.",6.2,English,Hollywood,02:32:00,https://via.placeholder.com/200x300.png?text=Movie+Poster
The Matrix,1966,Drama,"This is the story of Movie 792, which involves unexpected events and dramatic turns.",5.8,English,Hollywood,02:13:00,https://via.placeholder.com/200x300.png?text=Movie+Poster
Haider,2012,"Thriller, Drama, Adventure","This is the story of Movie 793, which involves unexpected events and dramatic turns.",8.0,Hindi,Bollywood,02:44:00,https://via.placeholder.com/200x300.png?text=Movie+Poster
Masaan,1976,Crime,"This is the story of Movie 794, which involves unexpected events and dramatic turns.",9.0,Hindi,Bollywood,02:10:00,https://via.placeholder.com/200x300.png?text=Movie+Poster
Andaz Apna Apna,1998,Horror,"This is the story of Movie 795, which involves unexpected events and dramatic turns.",5.5,Hindi,Bollywood,02:05:00,https://via.placeholder.com/200x300.png?text=Movie+Poster
Forrest Gump,1996,"Adventure, Romance, Thriller","This is the story of Movie 796, which involves unexpected events and dramatic turns.",4.6,English,Hollywood,02:43:00,https://via.placeholder.com/200x300.png?text=Movie+Poster
Drishyam,1955,"Sci-Fi, Adventure, Fantasy","This is the story of Movie 797, which involves unexpected events and dramatic turns.",6.5,Hindi,Bollywood,02:41:00,https://via.placeholder.com/200x300.png?text=Movie+Poster
Swades,2015,"Fantasy, Romance, Drama","This is the story of Movie 798, which involves unexpected events and dramatic turns.",8.1,Hindi,Bollywood,02:37:00,https://via.placeholder.com/200x300.png?text=Movie+Poster
Gladiator,1983,Crime,"This is the story of Movie 799, which involves unexpected events and dramatic turns.",7.2,English,Hollywood,02:01:00,https://via.placeholder.com/200x300.png?text=Movie+Poster
Taare Zameen Par,1963,"Romance, Comedy","This is the story of Movie 800, which involves unexpected events and dramatic turns.",4.6,Hindi,Bollywood,01:53:00,https://via.placeholder.com/200x300.png?text=Movie+Poster
Article 15,1994,Crime,"This is the story of Movie 801, which involves unexpected events and dramatic turns.",5.9,Hindi,Bollywood,01:46:00,https://via.placeholder.com/200x300.png?text=Movie+Poster
The Matrix,2020,Sci-Fi,"This is the story of Movie 802, which involves unexpected events and dramatic turns.",6.7,English,Hollywood,02:10:00,https://via.placeholder.com/200x300.png?text=Movie+Poster
Joker,1992,"Thriller, Horror","This is the story of Movie 803, which involves unexpected events and dramatic turns.",9.3,English,Hollywood,01:52:00,https://via.placeholder.com/200x300.png?text=Movie+Poster
Chi Va Chi Sau Ka,1997,Horror,"This is the story of Movie 804, which involves unexpected events and dramatic turns.",7.1,Marathi,Marathi,02:19:00,https://via.placeholder.com/200x300.png?text=Movie+Poster
Gladiator,1981,Drama,"This is the story of Movie 805, which involves unexpected events and dramatic turns.",9.2,English,Hollywood,02:27:00,https://via.placeholder.com/200x300.png?text=Movie+Poster
Parasite,2001,"Adventure, Action, Romance","This is the story of Movie 806, which involves unexpected events and dramatic turns.",4.3,English,Hollywood,02:23:00,https://via.placeholder.com/200x300.png?text=Movie+Poster
Piku,2019,"Romance, Action, Sci-Fi","This is the story of Movie 807, which involves unexpected events and dramatic turns.",8.6,Hindi,Bollywood,02:13:00,https://via.placeholder.com/200x300.png?text=Movie+Poster
Haider,1960,"Comedy, Adventure","This is the story of Movie 808, which involves unexpected events and dramatic turns.",7.8,Hindi,Bollywood,02:17:00,https://via.placeholder.com/200x300.png?text=Movie+Poster
Interstellar,2016,"Horror, Adventure","This is the story of Movie 809, which involves unexpected events and dramatic turns.",4.1,English,Hollywood,02:19:00,https://via.placeholder.com/200x300.png?text=Movie+Poster
Andaz Apna Apna,2003,Horror,"This is the story of Movie 810, which involves unexpected events and dramatic turns.",6.2,Hindi,Bollywood,01:56:00,https://via.placeholder.com/200x300.png?text=Movie+Poster
La La Land,1968,"Adventure, Action","This is the story of Movie 811, which involves unexpected events and dramatic turns.",4.1,English,Hollywood,02:15:00,https://via.placeholder.com/200x300.png?text=Movie+Poster
The Sacred Empire,1992,"Drama, Romance","This is the story of Movie 812, which involves unexpected events and dramatic turns.",6.2,English,Hollywood,02:14:00,https://via.placeholder.com/200x300.png?text=Movie+Poster
Chak De! India,1999,"Thriller, Comedy","This is the story of Movie 813, which involves unexpected events and dramatic turns.",5.6,Hindi,Bollywood,01:33:00,https://via.placeholder.com/200x300.png?text=Movie+Poster
The Matrix,1992,"Adventure, Crime","This is the story of Movie 814, which involves unexpected events and dramatic turns.",5.9,English,Hollywood,02:24:00,https://via.placeholder.com/200x300.png?text=Movie+Poster
The Golden Dream,1960,"Drama, Crime","This is the story of Movie 815, which involves unexpected events and dramatic turns.",6.6,English,Hollywood,02:12:00,https://via.placeholder.com/200x300.png?text=Movie+Poster
Mimi,1962,"Action, Comedy, Drama","This is the story of Movie 816, which involves unexpected events and dramatic turns.",4.9,Hindi,Bollywood,02:45:00,https://via.placeholder.com/200x300.png?text=Movie+Poster
Natsamrat,2018,"Sci-Fi, Comedy, Romance","This is the story of Movie 817, which involves unexpected events and dramatic turns.",7.2,Marathi,Marathi,01:50:00,https://via.placeholder.com/200x300.png?text=Movie+Poster
Andaz Apna Apna,1953,"Thriller, Horror","This is the story of Movie 818, which involves unexpected events and dramatic turns.",4.6,Hindi,Bollywood,01:42:00,https://via.placeholder.com/200x300.png?text=Movie+Poster
Fight Club,1984,"Drama, Fantasy","This is the story of Movie 819, which involves unexpected events and dramatic turns.",6.7,English,Hollywood,02:34:00,https://via.placeholder.com/200x300.png?text=Movie+Poster
Barfi!,1950,"Action, Crime","This is the story of Movie 820, which involves unexpected events and dramatic turns.",5.2,Hindi,Bollywood,02:24:00,https://via.placeholder.com/200x300.png?text=Movie+Poster
Taare Zameen Par,2010,"Adventure, Sci-Fi","This is the story of Movie 821, which involves unexpected events and dramatic turns.",6.1,Hindi,Bollywood,02:33:00,https://via.placeholder.com/200x300.png?text=Movie+Poster
Gully Boy,2018,Romance,"This is the story of Movie 822, which involves unexpected events and dramatic turns.",4.5,Hindi,Bollywood,01:42:00,https://via.placeholder.com/200x300.png?text=Movie+Poster
Natsamrat,1992,Fantasy,"This is the story of Movie 823, which involves unexpected events and dramatic turns.",6.6,Marathi,Marathi,01:47:00,https://via.placeholder.com/200x300.png?text=Movie+Poster
Masaan,1976,"Fantasy, Action","This is the story of Movie 824, which involves unexpected events and dramatic turns.",6.3,Hindi,Bollywood,02:11:00,https://via.placeholder.com/200x300.png?text=Movie+Poster
Lagaan,1955,"Crime, Comedy","This is the story of Movie 825, which involves unexpected events and dramatic turns.",6.3,Hindi,Bollywood,01:43:00,https://via.placeholder.com/200x300.png?text=Movie+Poster
The Social Network,1952,"Thriller, Romance","This is the story of Movie 826, which involves unexpected events and dramatic turns.",4.9,English,Hollywood,01:30:00,https://via.placeholder.com/200x300.png?text=Movie+Poster
Inception,1986,Action,"This is the story of Movie 827, which involves unexpected events and dramatic turns.",5.3,English,Hollywood,02:51:00,https://via.placeholder.com/200x300.png?text=Movie+Poster
The Prestige,2002,"Action, Romance, Fantasy","This is the story of Movie 828, which involves unexpected events and dramatic turns.",8.2,English,Hollywood,02:34:00,https://via.placeholder.com/200x300.png?text=Movie+Poster
The Matrix,2003,"Action, Drama, Crime","This is the story of Movie 829, which involves unexpected events and dramatic turns.",8.7,English,Hollywood,02:43:00,https://via.placeholder.com/200x300.png?text=Movie+Poster
Avengers: Endgame,2020,"Romance, Thriller, Horror","This is the story of Movie 830, which involves unexpected events and dramatic turns.",7.6,English,Hollywood,01:41:00,https://via.placeholder.com/200x300.png?text=Movie+Poster
Sholay,1978,Action,"This is the story of Movie 831, which involves unexpected events and dramatic turns.",6.9,Hindi,Bollywood,02:22:00,https://via.placeholder.com/200x300.png?text=Movie+Poster
Timepass,1996,"Romance, Adventure","This is the story of Movie 832, which involves unexpected events and dramatic turns.",6.5,Marathi,Marathi,02:45:00,https://via.placeholder.com/200x300.png?text=Movie+Poster
Chak De! India,2021,"Comedy, Romance","This is the story of Movie 833, which involves unexpected events and dramatic turns.",9.2,Hindi,Bollywood,01:56:00,https://via.placeholder.com/200x300.png?text=Movie+Poster
Whiplash,1960,"Action, Horror, Adventure","This is the story of Movie 834, which involves unexpected events and dramatic turns.",8.3,English,Hollywood,02:15:00,https://via.placeholder.com/200x300.png?text=Movie+Poster
Piku,2015,"Comedy, Drama, Sci-Fi","This is the story of Movie 835, which involves unexpected events and dramatic turns.",4.6,Hindi,Bollywood,02:12:00,https://via.placeholder.com/200x300.png?text=Movie+Poster
The Matrix,2023,Horror,"This is the story of Movie 836, which involves unexpected events and dramatic turns.",8.0,English,Hollywood,02:14:00,https://via.placeholder.com/200x300.png?text=Movie+Poster
Pulp Fiction,1951,Sci-Fi,"This is the story of Movie 837, which involves unexpected events and dramatic turns.",4.9,English,Hollywood,02:19:00,https://via.placeholder.com/200x300.png?text=Movie+Poster
Chak De! India,2002,Crime,"This is the story of Movie 838, which involves unexpected events and dramatic turns.",7.2,Hindi,Bollywood,02:07:00,https://via.placeholder.com/200x300.png?text=Movie+Poster
Piku,1971,"Thriller, Drama, Action","This is the story of Movie 839, which involves unexpected events and dramatic turns.",7.8,Hindi,Bollywood,02:19:00,https://via.placeholder.com/200x300.png?text=Movie+Poster
Interstellar,1959,Sci-Fi,"This is the story of Movie 840, which involves unexpected events and dramatic turns.",8.3,English,Hollywood,01:41:00,https://via.placeholder.com/200x300.png?text=Movie+Poster
Forrest Gump,1953,"Drama, Action","This is the story of Movie 841, which involves unexpected events and dramatic turns.",6.5,English,Hollywood,02:58:00,https://via.placeholder.com/200x300.png?text=Movie+Poster
Kahaani,1954,Romance,"This is the story of Movie 842, which involves unexpected events and dramatic turns.",4.8,Hindi,Bollywood,01:43:00,https://via.placeholder.com/200x300.png?text=Movie+Poster
Gladiator,2012,Comedy,"This is the story of Movie 843, which involves unexpected events and dramatic turns.",9.2,English,Hollywood,01:35:00,https://via.placeholder.com/200x300.png?text=Movie+Poster
Gully Boy,1957,"Crime, Comedy, Thriller","This is the story of Movie 844, which involves unexpected events and dramatic turns.",8.1,Hindi,Bollywood,01:31:00,https://via.placeholder.com/200x300.png?text=Movie+Poster
Timepass,2008,"Comedy, Action","This is the story of Movie 845, which involves unexpected events and dramatic turns.",4.7,Marathi,Marathi,02:36:00,https://via.placeholder.com/200x300.png?text=Movie+Poster
3 Idiots,2011,"Horror, Sci-Fi, Thriller","This is the story of Movie 846, which involves unexpected events and dramatic turns.",8.9,Hindi,Bollywood,01:41:00,https://via.placeholder.com/200x300.png?text=Movie+Poster
The Social Network,1967,"Crime, Sci-Fi","This is the story of Movie 847, which involves unexpected events and dramatic turns.",5.6,English,Hollywood,02:07:00,https://via.placeholder.com/200x300.png?text=Movie+Poster
PK,1998,Action,"This is the story of Movie 848, which involves unexpected events and dramatic turns.",5.7,Hindi,Bollywood,02:26:00,https://via.placeholder.com/200x300.png?text=Movie+Poster
Katyar Kaljat Ghusali,1959,Horror,"This is the story of Movie 849, which involves unexpected events and dramatic turns.",5.6,Marathi,Marathi,02:10:00,https://via.placeholder.com/200x300.png?text=Movie+Poster
Dangal,2011,"Fantasy, Crime, Horror","This is the story of Movie 850, which involves unexpected events and dramatic turns.",7.9,Hindi,Bollywood,02:01:00,https://via.placeholder.com/200x300.png?text=Movie+Poster
Titanic,1955,"Fantasy, Romance, Thriller","This is the story of Movie 851, which involves unexpected events and dramatic turns.",5.7,English,Hollywood,01:36:00,https://via.placeholder.com/200x300.png?text=Movie+Poster
Avengers: Endgame,1959,"Fantasy, Crime","This is the story of Movie 852, which involves unexpected events and dramatic turns.",5.0,English,Hollywood,02:02:00,https://via.placeholder.com/200x300.png?text=Movie+Poster
The Disciple,1992,"Adventure, Drama, Action","This is the story of Movie 853, which involves unexpected events and dramatic turns.",9.5,Marathi,Marathi,02:15:00,https://via.placeholder.com/200x300.png?text=Movie+Poster
Pulp Fiction,1968,Horror,"This is the story of Movie 854, which involves unexpected events and dramatic turns.",7.9,English,Hollywood,01:53:00,https://via.placeholder.com/200x300.png?text=Movie+Poster
Gully Boy,2007,"Drama, Thriller, Fantasy","This is the story of Movie 855, which involves unexpected events and dramatic turns.",8.6,Hindi,Bollywood,02:56:00,https://via.placeholder.com/200x300.png?text=Movie+Poster
Parasite,1996,Crime,"This is the story of Movie 856, which involves unexpected events and dramatic turns.",4.3,English,Hollywood,01:43:00,https://via.placeholder.com/200x300.png?text=Movie+Poster
Titanic,2017,"Fantasy, Adventure, Action","This is the story of Movie 857, which involves unexpected events and dramatic turns.",4.3,English,Hollywood,02:23:00,https://via.placeholder.com/200x300.png?text=Movie+Poster
The Prestige,1965,"Sci-Fi, Adventure","This is the story of Movie 858, which involves unexpected events and dramatic turns.",5.8,English,Hollywood,02:21:00,https://via.placeholder.com/200x300.png?text=Movie+Poster
Dune,1984,"Adventure, Sci-Fi","This is the story of Movie 859, which involves unexpected events and dramatic turns.",9.2,English,Hollywood,02:30:00,https://via.placeholder.com/200x300.png?text=Movie+Poster
The Godfather,2006,"Fantasy, Crime","This is the story of Movie 860, which involves unexpected events and dramatic turns.",6.9,English,Hollywood,01:48:00,https://via.placeholder.com/200x300.png?text=Movie+Poster
The Social Network,1952,"Adventure, Sci-Fi","This is the story of Movie 861, which involves unexpected events and dramatic turns.",4.5,English,Hollywood,02:49:00,https://via.placeholder.com/200x300.png?text=Movie+Poster
Court,1979,"Drama, Fantasy, Action","This is the story of Movie 862, which involves unexpected events and dramatic turns.",8.1,Marathi,Marathi,02:55:00,https://via.placeholder.com/200x300.png?text=Movie+Poster
Lalbaug Parel,1959,Horror,"This is the story of Movie 863, which involves unexpected events and dramatic turns.",8.8,Marathi,Marathi,02:20:00,https://via.placeholder.com/200x300.png?text=Movie+Poster
Inception,1958,"Crime, Thriller","This is the story of Movie 864, which involves unexpected events and dramatic turns.",4.2,English,Hollywood,01:40:00,https://via.placeholder.com/200x300.png?text=Movie+Poster
The Dark Knight,1992,"Adventure, Drama","This is the story of Movie 865, which involves unexpected events and dramatic turns.",5.1,English,Hollywood,02:43:00,https://via.placeholder.com/200x300.png?text=Movie+Poster
Jogwa,1957,Sci-Fi,"This is the story of Movie 866, which involves unexpected events and dramatic turns.",8.9,Marathi,Marathi,01:56:00,https://via.placeholder.com/200x300.png?text=Movie+Poster
Dangal,2022,Adventure,"This is the story of Movie 867, which involves unexpected events and dramatic turns.",6.5,Hindi,Bollywood,02:22:00,https://via.placeholder.com/200x300.png?text=Movie+Poster
La La Land,1998,"Crime, Horror","This is the story of Movie 868, which involves unexpected events and dramatic turns.",6.1,English,Hollywood,02:00:00,https://via.placeholder.com/200x300.png?text=Movie+Poster
Swades,1973,Crime,"This is the story of Movie 869, which involves unexpected events and dramatic turns.",6.8,Hindi,Bollywood,01:41:00,https://via.placeholder.com/200x300.png?text=Movie+Poster
Lagaan,2009,"Romance, Horror","This is the story of Movie 870, which involves unexpected events and dramatic turns.",4.1,Hindi,Bollywood,01:54:00,https://via.placeholder.com/200x300.png?text=Movie+Poster
The Shawshank Redemption,1979,Romance,"This is the story of Movie 871, which involves unexpected events and dramatic turns.",8.9,English,Hollywood,01:43:00,https://via.placeholder.com/200x300.png?text=Movie+Poster
Article 15,1962,"Thriller, Comedy, Sci-Fi","This is the story of Movie 872, which involves unexpected events and dramatic turns.",5.6,Hindi,Bollywood,01:37:00,https://via.placeholder.com/200x300.png?text=Movie+Poster
Barfi!,1986,"Romance, Fantasy, Action","This is the story of Movie 873, which involves unexpected events and dramatic turns.",5.2,Hindi,Bollywood,02:45:00,https://via.placeholder.com/200x300.png?text=Movie+Poster
Balak Palak,1988,"Romance, Action","This is the story of Movie 874, which involves unexpected events and dramatic turns.",5.8,Marathi,Marathi,02:45:00,https://via.placeholder.com/200x300.png?text=Movie+Poster
The Disciple,1999,Romance,"This is the story of Movie 875, which involves unexpected events and dramatic turns.",6.1,Marathi,Marathi,01:30:00,https://via.placeholder.com/200x300.png?text=Movie+Poster
Mee Shivajiraje Bhosale Boltoy,1977,"Horror, Adventure","This is the story of Movie 876, which involves unexpected events and dramatic turns.",6.4,Marathi,Marathi,02:22:00,https://via.placeholder.com/200x300.png?text=Movie+Poster
Zenda,2011,"Crime, Romance, Fantasy","This is the story of Movie 877, which involves unexpected events and dramatic turns.",9.2,Marathi,Marathi,01:51:00,https://via.placeholder.com/200x300.png?text=Movie+Poster
The Green Mile,1997,"Romance, Drama, Fantasy","This is the story of Movie 878, which involves unexpected events and dramatic turns.",7.6,English,Hollywood,02:46:00,https://via.placeholder.com/200x300.png?text=Movie+Poster
Pulp Fiction,1965,"Romance, Drama, Action","This is the story of Movie 879, which involves unexpected events and dramatic turns.",7.9,English,Hollywood,02:40:00,https://via.placeholder.com/200x300.png?text=Movie+Poster
Parasite,2023,Drama,"This is the story of Movie 880, which involves unexpected events and dramatic turns.",4.5,English,Hollywood,02:10:00,https://via.placeholder.com/200x300.png?text=Movie+Poster
Haider,1995,"Comedy, Drama, Adventure","This is the story of Movie 881, which involves unexpected events and dramatic turns.",5.9,Hindi,Bollywood,02:40:00,https://via.placeholder.com/200x300.png?text=Movie+Poster
The Green Mile,1971,"Drama, Horror","This is the story of Movie 882, which involves unexpected events and dramatic turns.",5.3,English,Hollywood,02:23:00,https://via.placeholder.com/200x300.png?text=Movie+Poster
Fandry,2012,Crime,"This is the story of Movie 883, which involves unexpected events and dramatic turns.",5.4,Marathi,Marathi,01:45:00,https://via.placeholder.com/200x300.png?text=Movie+Poster
Whiplash,1961,Action,"This is the story of Movie 884, which involves unexpected events and dramatic turns.",8.1,English,Hollywood,02:21:00,https://via.placeholder.com/200x300.png?text=Movie+Poster
Fight Club,1965,"Drama, Fantasy, Horror","This is the story of Movie 885, which involves unexpected events and dramatic turns.",8.1,English,Hollywood,02:47:00,https://via.placeholder.com/200x300.png?text=Movie+Poster
Chi Va Chi Sau Ka,1957,"Horror, Drama, Crime","This is the story of Movie 886, which involves unexpected events and dramatic turns.",6.2,Marathi,Marathi,02:31:00,https://via.placeholder.com/200x300.png?text=Movie+Poster
Titanic,1994,Crime,"This is the story of Movie 887, which involves unexpected events and dramatic turns.",5.9,English,Hollywood,01:57:00,https://via.placeholder.com/200x300.png?text=Movie+Poster
